"","Model","Quantity","Year","Month","Class"
"15445","LAMBORGHINI AVENTADOR",6,2014,5,"SPORTS_CARS"
"15446","LAMBORGHINI GALLARDO",4,2014,5,"SPORTS_CARS"
"15447","LAMBORGHINI MURCIELAGO",0,2014,5,"SPORTS_CARS"
"15448","LEXUS LFA",1,2014,5,"SPORTS_CARS"
"15449","LOTUS ELISE",5,2014,5,"SPORTS_CARS"
"15450","LOTUS EVORA",0,2014,5,"SPORTS_CARS"
"15451","LOTUS EXIGE",5,2014,5,"SPORTS_CARS"
"15452","MASERATI GHIBLI",61,2014,5,"SPORTS_CARS"
"15453","MASERATI GRANTURISMO",17,2014,5,"SPORTS_CARS"
"15454","MERCEDES E-KLASSE COUPE",903,2014,5,"SPORTS_CARS"
"15455","MERCEDES SL",131,2014,5,"SPORTS_CARS"
"15456","MERCEDES SLK",469,2014,5,"SPORTS_CARS"
"15457","MERCEDES SLS AMG",18,2014,5,"SPORTS_CARS"
"15458","MORGAN 4/4",5,2014,5,"SPORTS_CARS"
"15459","NISSAN GT-R",8,2014,5,"SPORTS_CARS"
"15460","NISSAN 370Z",36,2014,5,"SPORTS_CARS"
"15461","PEUGEOT RCZ",119,2014,5,"SPORTS_CARS"
"15462","PORSCHE BOXSTER",243,2014,5,"SPORTS_CARS"
"15463","PORSCHE CAYMAN",113,2014,5,"SPORTS_CARS"
"15464","PORSCHE 911",688,2014,5,"SPORTS_CARS"
"15465","SUBARU BRZ",9,2014,5,"SPORTS_CARS"
"15466","TESLA ROADSTER",0,2014,5,"SPORTS_CARS"
"15467","TOYOTA GT 86",40,2014,5,"SPORTS_CARS"
"15468","WIESMANN GT",0,2014,5,"SPORTS_CARS"
"15469","WIESMANN ROADSTER",0,2014,5,"SPORTS_CARS"
"15470","OTHER_MODEL",0,2014,5,"SPORTS_CARS"
"15471","ZUSAMMEN",3935,2014,5,"SPORTS_CARS"
"15473","DACIA LODGY",286,2014,5,"MINI_VANS"
"15474","FORD B-MAX",1086,2014,5,"MINI_VANS"
"15475","FORD C-MAX",1604,2014,5,"MINI_VANS"
"15476","HYUNDAI IX 20",797,2014,5,"MINI_VANS"
"15477","KIA SOUL",184,2014,5,"MINI_VANS"
"15478","KIA VENGA",409,2014,5,"MINI_VANS"
"15479","MERCEDES B-KLASSE",3470,2014,5,"MINI_VANS"
"15480","NISSAN NOTE",775,2014,5,"MINI_VANS"
"15481","OPEL MERIVA",1423,2014,5,"MINI_VANS"
"15482","PEUGEOT 3008",208,2014,5,"MINI_VANS"
"15483","RENAULT SCENIC",1272,2014,5,"MINI_VANS"
"15484","SEAT ALTEA",403,2014,5,"MINI_VANS"
"15485","SKODA ROOMSTER",1119,2014,5,"MINI_VANS"
"15486","SUBARU TREZIA",12,2014,5,"MINI_VANS"
"15487","TOYOTA URBAN CRUISER",5,2014,5,"MINI_VANS"
"15488","TOYOTA VERSO-S",181,2014,5,"MINI_VANS"
"15489","OTHER_MODEL",0,2014,5,"MINI_VANS"
"15490","ZUSAMMEN",13234,2014,5,"MINI_VANS"
"15492","CHEVROLET ORLANDO",51,2014,5,"LARGE_VANS"
"15493","CITROEN C8",13,2014,5,"LARGE_VANS"
"15494","FIAT FREEMONT",299,2014,5,"LARGE_VANS"
"15495","FORD GALAXY",530,2014,5,"LARGE_VANS"
"15496","FORD GRAND C-MAX",755,2014,5,"LARGE_VANS"
"15497","FORD S-MAX",1091,2014,5,"LARGE_VANS"
"15498","KIA CARENS",309,2014,5,"LARGE_VANS"
"15499","LANCIA VOYAGER",64,2014,5,"LARGE_VANS"
"15500","MAZDA 5",298,2014,5,"LARGE_VANS"
"15501","MERCEDES V-KLASSE",469,2014,5,"LARGE_VANS"
"15502","MERCEDES VIANO",359,2014,5,"LARGE_VANS"
"15503","OPEL ZAFIRA",1890,2014,5,"LARGE_VANS"
"15504","PEUGEOT 807",17,2014,5,"LARGE_VANS"
"15505","PEUGEOT 5008",145,2014,5,"LARGE_VANS"
"15506","RENAULT ESPACE",57,2014,5,"LARGE_VANS"
"15507","SEAT ALHAMBRA",848,2014,5,"LARGE_VANS"
"15508","SSANGYONG RODIUS",6,2014,5,"LARGE_VANS"
"15509","TOYOTA PRIUS PLUS",74,2014,5,"LARGE_VANS"
"15510","TOYOTA VERSO",654,2014,5,"LARGE_VANS"
"15511","VW SHARAN",1823,2014,5,"LARGE_VANS"
"15512","VW TOURAN",5037,2014,5,"LARGE_VANS"
"15513","OTHER_MODEL",0,2014,5,"LARGE_VANS"
"15514","ZUSAMMEN",14789,2014,5,"LARGE_VANS"
"15516","CITROEN BERLINGO",940,2014,5,"UTILITIES"
"15517","CITROEN JUMPER",22,2014,5,"UTILITIES"
"15518","CITROEN JUMPY",129,2014,5,"UTILITIES"
"15519","CITROEN NEMO",4,2014,5,"UTILITIES"
"15520","DACIA DOKKER",287,2014,5,"UTILITIES"
"15521","FIAT DOBLO",106,2014,5,"UTILITIES"
"15522","FIAT DUCATO",104,2014,5,"UTILITIES"
"15523","FIAT FIORINO",45,2014,5,"UTILITIES"
"15524","FIAT SCUDO",98,2014,5,"UTILITIES"
"15525","FORD TRANSIT CONNECT",233,2014,5,"UTILITIES"
"15526","FORD TRANSIT, TOURNEO",1070,2014,5,"UTILITIES"
"15527","HYUNDAI H-1 STAREX",46,2014,5,"UTILITIES"
"15528","MERCEDES CITAN",251,2014,5,"UTILITIES"
"15529","MERCEDES SPRINTER",271,2014,5,"UTILITIES"
"15530","MERCEDES VITO",446,2014,5,"UTILITIES"
"15531","NISSAN NV200",173,2014,5,"UTILITIES"
"15532","NISSAN NV400",4,2014,5,"UTILITIES"
"15533","NISSAN PRIMASTAR",20,2014,5,"UTILITIES"
"15534","OPEL COMBO",72,2014,5,"UTILITIES"
"15535","OPEL MOVANO",8,2014,5,"UTILITIES"
"15536","OPEL VIVARO",327,2014,5,"UTILITIES"
"15537","PEUGEOT BIPPER",11,2014,5,"UTILITIES"
"15538","PEUGEOT BOXER",22,2014,5,"UTILITIES"
"15539","PEUGEOT EXPERT",91,2014,5,"UTILITIES"
"15540","PEUGEOT PARTNER",220,2014,5,"UTILITIES"
"15541","RENAULT KANGOO",481,2014,5,"UTILITIES"
"15542","RENAULT MASTER",36,2014,5,"UTILITIES"
"15543","RENAULT TRAFIC",171,2014,5,"UTILITIES"
"15544","VW CADDY",3018,2014,5,"UTILITIES"
"15545","VW CRAFTER",79,2014,5,"UTILITIES"
"15546","VW TRANSPORTER",2984,2014,5,"UTILITIES"
"15547","OTHER_MODEL",1,2014,5,"UTILITIES"
"15548","ZUSAMMEN",11770,2014,5,"UTILITIES"
"15550","CITROEN JUMPER",173,2014,5,"RVs"
"15551","FIAT DUCATO",3074,2014,5,"RVs"
"15552","FORD TRANSIT, TOURNEO",171,2014,5,"RVs"
"15553","IVECO DAILY",40,2014,5,"RVs"
"15554","IVECO EUROCARGO",3,2014,5,"RVs"
"15555","MERCEDES SPRINTER",40,2014,5,"RVs"
"15556","MERCEDES VIANO",93,2014,5,"RVs"
"15557","PEUGEOT BOXER",12,2014,5,"RVs"
"15558","RENAULT MASTER",6,2014,5,"RVs"
"15559","VW TRANSPORTER",168,2014,5,"RVs"
"15560","OTHER_MODEL",137,2014,5,"RVs"
"15561","ZUSAMMEN",3917,2014,5,"RVs"
"15563","CHEVROLET SPARK",38,2014,6,"MINIS"
"15564","CITROEN C-ZERO",5,2014,6,"MINIS"
"15565","CITROEN C1",286,2014,6,"MINIS"
"15566","FIAT PANDA",509,2014,6,"MINIS"
"15567","FIAT 500",2796,2014,6,"MINIS"
"15568","FORD KA",652,2014,6,"MINIS"
"15569","HYUNDAI I 10",1743,2014,6,"MINIS"
"15570","KIA PICANTO",828,2014,6,"MINIS"
"15571","LANCIA YPSILON",30,2014,6,"MINIS"
"15572","MITSUBISHI I-MIEV",14,2014,6,"MINIS"
"15573","OPEL ADAM",2049,2014,6,"MINIS"
"15574","OPEL AGILA",153,2014,6,"MINIS"
"15575","PEUGEOT 107",83,2014,6,"MINIS"
"15576","PEUGEOT 108",10,2014,6,"MINIS"
"15577","RENAULT TWINGO",1200,2014,6,"MINIS"
"15578","SEAT MII",1083,2014,6,"MINIS"
"15579","SKODA CITIGO",1476,2014,6,"MINIS"
"15580","SMART FORTWO",2063,2014,6,"MINIS"
"15581","SUZUKI ALTO",101,2014,6,"MINIS"
"15582","SUZUKI SPLASH",226,2014,6,"MINIS"
"15583","TOYOTA AYGO",528,2014,6,"MINIS"
"15584","TOYOTA IQ",40,2014,6,"MINIS"
"15585","VW UP",5130,2014,6,"MINIS"
"15586","OTHER_MODEL",1,2014,6,"MINIS"
"15587","ZUSAMMEN",21044,2014,6,"MINIS"
"15589","ALFA MITO",89,2014,6,"SMALL_CARS"
"15590","AUDI A1, S1",2247,2014,6,"SMALL_CARS"
"15591","BMW I3",211,2014,6,"SMALL_CARS"
"15592","CHEVROLET AVEO",9,2014,6,"SMALL_CARS"
"15593","CITROEN C3",1110,2014,6,"SMALL_CARS"
"15594","CITROEN DS3",537,2014,6,"SMALL_CARS"
"15595","FIAT PUNTO",456,2014,6,"SMALL_CARS"
"15596","FORD FIESTA",3631,2014,6,"SMALL_CARS"
"15597","HONDA JAZZ",470,2014,6,"SMALL_CARS"
"15598","HYUNDAI I 20",2264,2014,6,"SMALL_CARS"
"15599","KIA RIO",672,2014,6,"SMALL_CARS"
"15600","MAZDA 2",647,2014,6,"SMALL_CARS"
"15601","MINI",3302,2014,6,"SMALL_CARS"
"15602","MITSUBISHI MIRAGE, SPACE STAR",366,2014,6,"SMALL_CARS"
"15603","NISSAN JUKE",672,2014,6,"SMALL_CARS"
"15604","NISSAN MICRA",1106,2014,6,"SMALL_CARS"
"15605","OPEL CORSA",5565,2014,6,"SMALL_CARS"
"15606","PEUGEOT 207",207,2014,6,"SMALL_CARS"
"15607","PEUGEOT 208",1008,2014,6,"SMALL_CARS"
"15608","RENAULT CLIO",2105,2014,6,"SMALL_CARS"
"15609","RENAULT WIND",0,2014,6,"SMALL_CARS"
"15610","RENAULT ZOE",122,2014,6,"SMALL_CARS"
"15611","SEAT IBIZA",2300,2014,6,"SMALL_CARS"
"15612","SKODA FABIA",4046,2014,6,"SMALL_CARS"
"15613","SUZUKI SWIFT",758,2014,6,"SMALL_CARS"
"15614","SUZUKI SX4 CLASSIC",156,2014,6,"SMALL_CARS"
"15615","TOYOTA YARIS",2046,2014,6,"SMALL_CARS"
"15616","VW POLO",5591,2014,6,"SMALL_CARS"
"15617","OTHER_MODEL",1,2014,6,"SMALL_CARS"
"15618","ZUSAMMEN",41694,2014,6,"SMALL_CARS"
"15620","ALFA GIULIETTA",256,2014,6,"COMPACT_CARS"
"15621","AUDI A3, S3, RS3",5806,2014,6,"COMPACT_CARS"
"15622","BMW 1ER",5263,2014,6,"COMPACT_CARS"
"15623","BMW 2ER",485,2014,6,"COMPACT_CARS"
"15624","CHEVROLET CRUZE",38,2014,6,"COMPACT_CARS"
"15625","CITROEN C4",1492,2014,6,"COMPACT_CARS"
"15626","CITROEN DS4",142,2014,6,"COMPACT_CARS"
"15627","DACIA LOGAN",851,2014,6,"COMPACT_CARS"
"15628","DACIA SANDERO",2015,2014,6,"COMPACT_CARS"
"15629","FIAT BRAVO",13,2014,6,"COMPACT_CARS"
"15630","FORD FOCUS",5480,2014,6,"COMPACT_CARS"
"15631","HONDA CIVIC",215,2014,6,"COMPACT_CARS"
"15632","HYUNDAI I 30",3377,2014,6,"COMPACT_CARS"
"15633","KIA CEED",1424,2014,6,"COMPACT_CARS"
"15634","LADA GRANTA",0,2014,6,"COMPACT_CARS"
"15635","LANCIA DELTA",6,2014,6,"COMPACT_CARS"
"15636","LEXUS CT",29,2014,6,"COMPACT_CARS"
"15637","MAZDA MX-5",329,2014,6,"COMPACT_CARS"
"15638","MAZDA 3",1303,2014,6,"COMPACT_CARS"
"15639","MERCEDES A-KLASSE",3052,2014,6,"COMPACT_CARS"
"15640","MITSUBISHI LANCER",62,2014,6,"COMPACT_CARS"
"15641","NISSAN LEAF",80,2014,6,"COMPACT_CARS"
"15642","OPEL AMPERA",8,2014,6,"COMPACT_CARS"
"15643","OPEL ASTRA",5170,2014,6,"COMPACT_CARS"
"15644","PEUGEOT 308",1070,2014,6,"COMPACT_CARS"
"15645","RENAULT MEGANE",1916,2014,6,"COMPACT_CARS"
"15646","SEAT LEON",3854,2014,6,"COMPACT_CARS"
"15647","SEAT TOLEDO",168,2014,6,"COMPACT_CARS"
"15648","SKODA OCTAVIA",4965,2014,6,"COMPACT_CARS"
"15649","SKODA RAPID",1809,2014,6,"COMPACT_CARS"
"15650","SUBARU IMPREZA",13,2014,6,"COMPACT_CARS"
"15651","SUBARU WRX",4,2014,6,"COMPACT_CARS"
"15652","TOYOTA AURIS",1785,2014,6,"COMPACT_CARS"
"15653","TOYOTA COROLLA",84,2014,6,"COMPACT_CARS"
"15654","TOYOTA PRIUS",69,2014,6,"COMPACT_CARS"
"15655","VOLVO C30",0,2014,6,"COMPACT_CARS"
"15656","VW BEETLE",1588,2014,6,"COMPACT_CARS"
"15657","VW EOS",385,2014,6,"COMPACT_CARS"
"15658","VW GOLF",19826,2014,6,"COMPACT_CARS"
"15659","VW JETTA",80,2014,6,"COMPACT_CARS"
"15660","OTHER_MODEL",3,2014,6,"COMPACT_CARS"
"15661","ZUSAMMEN",74515,2014,6,"COMPACT_CARS"
"15663","ALPINA B3",8,2014,6,"MIDSIZE_CARS"
"15664","ALPINA B4",11,2014,6,"MIDSIZE_CARS"
"15665","ALPINA D3",19,2014,6,"MIDSIZE_CARS"
"15666","AUDI A4, S4, RS4",4004,2014,6,"MIDSIZE_CARS"
"15667","AUDI A5, S5, RS5",1658,2014,6,"MIDSIZE_CARS"
"15668","BMW 3ER",5706,2014,6,"MIDSIZE_CARS"
"15669","BMW 4ER",1505,2014,6,"MIDSIZE_CARS"
"15670","CHEVROLET MALIBU",2,2014,6,"MIDSIZE_CARS"
"15671","CITROEN C5",241,2014,6,"MIDSIZE_CARS"
"15672","CITROEN DS5",93,2014,6,"MIDSIZE_CARS"
"15673","FORD MONDEO",1185,2014,6,"MIDSIZE_CARS"
"15674","HONDA ACCORD",68,2014,6,"MIDSIZE_CARS"
"15675","HYUNDAI COUPE",4,2014,6,"MIDSIZE_CARS"
"15676","HYUNDAI I 40",609,2014,6,"MIDSIZE_CARS"
"15677","INFINITI Q50",28,2014,6,"MIDSIZE_CARS"
"15678","KIA OPTIMA",32,2014,6,"MIDSIZE_CARS"
"15679","LEXUS IS",33,2014,6,"MIDSIZE_CARS"
"15680","MAZDA 6",630,2014,6,"MIDSIZE_CARS"
"15681","MERCEDES C-KLASSE",4180,2014,6,"MIDSIZE_CARS"
"15682","MERCEDES CLA-KLASSE",863,2014,6,"MIDSIZE_CARS"
"15683","OPEL CASCADA",489,2014,6,"MIDSIZE_CARS"
"15684","OPEL INSIGNIA",2106,2014,6,"MIDSIZE_CARS"
"15685","PEUGEOT 508",296,2014,6,"MIDSIZE_CARS"
"15686","RENAULT LAGUNA",176,2014,6,"MIDSIZE_CARS"
"15687","SEAT EXEO",0,2014,6,"MIDSIZE_CARS"
"15688","SKODA SUPERB",1100,2014,6,"MIDSIZE_CARS"
"15689","SUBARU LEGACY",51,2014,6,"MIDSIZE_CARS"
"15690","SUZUKI KIZASHI",10,2014,6,"MIDSIZE_CARS"
"15691","TOYOTA AVENSIS",284,2014,6,"MIDSIZE_CARS"
"15692","VOLVO 40",1035,2014,6,"MIDSIZE_CARS"
"15693","VOLVO 60",427,2014,6,"MIDSIZE_CARS"
"15694","VW PASSAT",6049,2014,6,"MIDSIZE_CARS"
"15695","VW SCIROCCO",186,2014,6,"MIDSIZE_CARS"
"15696","OTHER_MODEL",4,2014,6,"MIDSIZE_CARS"
"15697","ZUSAMMEN",33092,2014,6,"MIDSIZE_CARS"
"15699","ALPINA B5",1,2014,6,"EXECUTIVE_CARS"
"15700","ALPINA D5 BITURBO",14,2014,6,"EXECUTIVE_CARS"
"15701","AUDI A6, S6, RS6",3628,2014,6,"EXECUTIVE_CARS"
"15702","BMW 5ER",3518,2014,6,"EXECUTIVE_CARS"
"15703","JAGUAR XF",255,2014,6,"EXECUTIVE_CARS"
"15704","LANCIA THEMA",1,2014,6,"EXECUTIVE_CARS"
"15705","LEXUS GS",12,2014,6,"EXECUTIVE_CARS"
"15706","MERCEDES E-KLASSE",3250,2014,6,"EXECUTIVE_CARS"
"15707","VOLVO 70",233,2014,6,"EXECUTIVE_CARS"
"15708","VOLVO 80",30,2014,6,"EXECUTIVE_CARS"
"15709","OTHER_MODEL",6,2014,6,"EXECUTIVE_CARS"
"15710","ZUSAMMEN",10948,2014,6,"EXECUTIVE_CARS"
"15712","ALPINA B7 BITURBO",0,2014,6,"LUXURY_VEHICLES"
"15713","AUDI A7, S7, RS7",316,2014,6,"LUXURY_VEHICLES"
"15714","AUDI A8, S8",368,2014,6,"LUXURY_VEHICLES"
"15715","BENTLEY CONTINENTAL",36,2014,6,"LUXURY_VEHICLES"
"15716","BENTLEY MULSANNE",2,2014,6,"LUXURY_VEHICLES"
"15717","BMW 6ER",204,2014,6,"LUXURY_VEHICLES"
"15718","BMW 7ER",166,2014,6,"LUXURY_VEHICLES"
"15719","CADILLAC CTS",1,2014,6,"LUXURY_VEHICLES"
"15720","JAGUAR XJ",46,2014,6,"LUXURY_VEHICLES"
"15721","LEXUS LS",0,2014,6,"LUXURY_VEHICLES"
"15722","MASERATI QUATTROPORTE",17,2014,6,"LUXURY_VEHICLES"
"15723","MAYBACH",0,2014,6,"LUXURY_VEHICLES"
"15724","MERCEDES CL-KLASSE",10,2014,6,"LUXURY_VEHICLES"
"15725","MERCEDES CLS",357,2014,6,"LUXURY_VEHICLES"
"15726","MERCEDES S-KLASSE",754,2014,6,"LUXURY_VEHICLES"
"15727","PORSCHE PANAMERA",233,2014,6,"LUXURY_VEHICLES"
"15728","ROLLS-ROYCE GHOST",1,2014,6,"LUXURY_VEHICLES"
"15729","ROLLS-ROYCE PHANTOM",0,2014,6,"LUXURY_VEHICLES"
"15730","ROLLS-ROYCE WRAITH",6,2014,6,"LUXURY_VEHICLES"
"15731","TESLA MODEL S",102,2014,6,"LUXURY_VEHICLES"
"15732","VW PHAETON",202,2014,6,"LUXURY_VEHICLES"
"15733","ZUSAMMEN",2821,2014,6,"LUXURY_VEHICLES"
"15735","ALPINA XD3 BITURBO",3,2014,6,"SUVs"
"15736","BMW X1",1869,2014,6,"SUVs"
"15737","BMW X4",17,2014,6,"SUVs"
"15738","CHEVROLET CAPTIVA",20,2014,6,"SUVs"
"15739","CHEVROLET TRAX",86,2014,6,"SUVs"
"15740","CITROEN C4 CACTUS",33,2014,6,"SUVs"
"15741","DACIA DUSTER",1674,2014,6,"SUVs"
"15742","FIAT SEDICI",32,2014,6,"SUVs"
"15743","FORD ECOSPORT",467,2014,6,"SUVs"
"15744","FORD KUGA",2497,2014,6,"SUVs"
"15745","HONDA CR-V",475,2014,6,"SUVs"
"15746","HYUNDAI IX 35",1758,2014,6,"SUVs"
"15747","INFINITI EX",2,2014,6,"SUVs"
"15748","INFINITI FX",31,2014,6,"SUVs"
"15749","KIA SPORTAGE",1010,2014,6,"SUVs"
"15750","LADA NIVA",75,2014,6,"SUVs"
"15751","LEXUS RX",16,2014,6,"SUVs"
"15752","MAZDA CX-5",1701,2014,6,"SUVs"
"15753","MERCEDES GLA",1670,2014,6,"SUVs"
"15754","MERCEDES GLK",1619,2014,6,"SUVs"
"15755","MITSUBISHI ASX",937,2014,6,"SUVs"
"15756","MITSUBISHI OUTLANDER",344,2014,6,"SUVs"
"15757","NISSAN MURANO",18,2014,6,"SUVs"
"15758","NISSAN QASHQAI",2255,2014,6,"SUVs"
"15759","OPEL ANTARA",64,2014,6,"SUVs"
"15760","OPEL MOKKA",2160,2014,6,"SUVs"
"15761","PEUGEOT 2008",1189,2014,6,"SUVs"
"15762","PEUGEOT 4008",28,2014,6,"SUVs"
"15763","RENAULT CAPTUR",1547,2014,6,"SUVs"
"15764","RENAULT KOLEOS",109,2014,6,"SUVs"
"15765","SKODA YETI",2217,2014,6,"SUVs"
"15766","SSANGYONG KORANDO",39,2014,6,"SUVs"
"15767","SUBARU XV",143,2014,6,"SUVs"
"15768","SUZUKI SX4",583,2014,6,"SUVs"
"15769","TOYOTA RAV 4",490,2014,6,"SUVs"
"15770","VOLVO XC70",139,2014,6,"SUVs"
"15771","OTHER_MODEL",2,2014,6,"SUVs"
"15772","ZUSAMMEN",27319,2014,6,"SUVs"
"15774","AUDI Q3",1850,2014,6,"OFFROAD_VEHICLE"
"15775","AUDI Q5",1840,2014,6,"OFFROAD_VEHICLE"
"15776","AUDI Q7",269,2014,6,"OFFROAD_VEHICLE"
"15777","BMW X3",2166,2014,6,"OFFROAD_VEHICLE"
"15778","BMW X5",1327,2014,6,"OFFROAD_VEHICLE"
"15779","BMW X6",44,2014,6,"OFFROAD_VEHICLE"
"15780","HYUNDAI SANTA FE",232,2014,6,"OFFROAD_VEHICLE"
"15781","JEEP CHEROKEE",285,2014,6,"OFFROAD_VEHICLE"
"15782","JEEP COMPASS",132,2014,6,"OFFROAD_VEHICLE"
"15783","JEEP GRAND CHEROKEE",283,2014,6,"OFFROAD_VEHICLE"
"15784","JEEP WRANGLER",150,2014,6,"OFFROAD_VEHICLE"
"15785","KIA SORENTO",281,2014,6,"OFFROAD_VEHICLE"
"15786","LAND ROVER DISCOVERY",113,2014,6,"OFFROAD_VEHICLE"
"15787","LAND ROVER FREELANDER",105,2014,6,"OFFROAD_VEHICLE"
"15788","LAND ROVER RANGE ROVER",246,2014,6,"OFFROAD_VEHICLE"
"15789","LAND ROVER RANGE ROVER EVO.",444,2014,6,"OFFROAD_VEHICLE"
"15790","LAND ROVER RANGE ROVER SPORT",309,2014,6,"OFFROAD_VEHICLE"
"15791","MERCEDES G-KLASSE",138,2014,6,"OFFROAD_VEHICLE"
"15792","MERCEDES GL-KLASSE",135,2014,6,"OFFROAD_VEHICLE"
"15793","MERCEDES ML-KLASSE",772,2014,6,"OFFROAD_VEHICLE"
"15794","MITSUBISHI PAJERO",129,2014,6,"OFFROAD_VEHICLE"
"15795","NISSAN PATHFINDER",71,2014,6,"OFFROAD_VEHICLE"
"15796","NISSAN X-TRAIL",80,2014,6,"OFFROAD_VEHICLE"
"15797","PORSCHE CAYENNE",444,2014,6,"OFFROAD_VEHICLE"
"15798","PORSCHE MACAN",515,2014,6,"OFFROAD_VEHICLE"
"15799","SSANGYONG REXTON",19,2014,6,"OFFROAD_VEHICLE"
"15800","SUBARU FORESTER",224,2014,6,"OFFROAD_VEHICLE"
"15801","SUZUKI GRAND VITARA",297,2014,6,"OFFROAD_VEHICLE"
"15802","SUZUKI JIMNY",336,2014,6,"OFFROAD_VEHICLE"
"15803","TOYOTA LANDCRUISER",102,2014,6,"OFFROAD_VEHICLE"
"15804","VOLVO XC60",870,2014,6,"OFFROAD_VEHICLE"
"15805","VOLVO XC90",168,2014,6,"OFFROAD_VEHICLE"
"15806","VW TIGUAN",5248,2014,6,"OFFROAD_VEHICLE"
"15807","VW TOUAREG",970,2014,6,"OFFROAD_VEHICLE"
"15808","OTHER_MODEL",1,2014,6,"OFFROAD_VEHICLE"
"15809","ZUSAMMEN",20595,2014,6,"OFFROAD_VEHICLE"
"15811","ALFA 8C COMPETIZIONE",0,2014,6,"SPORTS_CARS"
"15812","ASTON MARTIN DB9",2,2014,6,"SPORTS_CARS"
"15813","ASTON MARTIN RAPIDE",2,2014,6,"SPORTS_CARS"
"15814","ASTON MARTIN VANQUISH",4,2014,6,"SPORTS_CARS"
"15815","ASTON MARTIN V8",9,2014,6,"SPORTS_CARS"
"15816","ASTON MARTIN V12",6,2014,6,"SPORTS_CARS"
"15817","AUDI R8",52,2014,6,"SPORTS_CARS"
"15818","AUDI TT",158,2014,6,"SPORTS_CARS"
"15819","BMW I8",23,2014,6,"SPORTS_CARS"
"15820","BMW Z4",210,2014,6,"SPORTS_CARS"
"15821","CHEVROLET CAMARO",19,2014,6,"SPORTS_CARS"
"15822","CHEVROLET CORVETTE",43,2014,6,"SPORTS_CARS"
"15823","FERRARI CALIFORNIA",9,2014,6,"SPORTS_CARS"
"15824","FERRARI F 12",15,2014,6,"SPORTS_CARS"
"15825","FERRARI F 430",1,2014,6,"SPORTS_CARS"
"15826","FERRARI FF",6,2014,6,"SPORTS_CARS"
"15827","FERRARI 458",40,2014,6,"SPORTS_CARS"
"15828","FERRARI 612 SCAGLIETTI",0,2014,6,"SPORTS_CARS"
"15829","HONDA CR-Z",0,2014,6,"SPORTS_CARS"
"15830","HYUNDAI VELOSTER",20,2014,6,"SPORTS_CARS"
"15831","JAGUAR F-TYPE",142,2014,6,"SPORTS_CARS"
"15832","JAGUAR XK",39,2014,6,"SPORTS_CARS"
"15833","LAMBORGHINI AVENTADOR",14,2014,6,"SPORTS_CARS"
"15834","LAMBORGHINI GALLARDO",1,2014,6,"SPORTS_CARS"
"15835","LAMBORGHINI MURCIELAGO",0,2014,6,"SPORTS_CARS"
"15836","LEXUS LFA",0,2014,6,"SPORTS_CARS"
"15837","LOTUS ELISE",6,2014,6,"SPORTS_CARS"
"15838","LOTUS EVORA",1,2014,6,"SPORTS_CARS"
"15839","LOTUS EXIGE",4,2014,6,"SPORTS_CARS"
"15840","MASERATI GHIBLI",64,2014,6,"SPORTS_CARS"
"15841","MASERATI GRANTURISMO",12,2014,6,"SPORTS_CARS"
"15842","MERCEDES E-KLASSE COUPE",576,2014,6,"SPORTS_CARS"
"15843","MERCEDES SL",107,2014,6,"SPORTS_CARS"
"15844","MERCEDES SLK",347,2014,6,"SPORTS_CARS"
"15845","MERCEDES SLS AMG",20,2014,6,"SPORTS_CARS"
"15846","MORGAN 4/4",11,2014,6,"SPORTS_CARS"
"15847","NISSAN GT-R",17,2014,6,"SPORTS_CARS"
"15848","NISSAN 370Z",43,2014,6,"SPORTS_CARS"
"15849","PEUGEOT RCZ",129,2014,6,"SPORTS_CARS"
"15850","PORSCHE BOXSTER",250,2014,6,"SPORTS_CARS"
"15851","PORSCHE CAYMAN",91,2014,6,"SPORTS_CARS"
"15852","PORSCHE 911",676,2014,6,"SPORTS_CARS"
"15853","SUBARU BRZ",13,2014,6,"SPORTS_CARS"
"15854","TESLA ROADSTER",0,2014,6,"SPORTS_CARS"
"15855","TOYOTA GT 86",35,2014,6,"SPORTS_CARS"
"15856","WIESMANN GT",0,2014,6,"SPORTS_CARS"
"15857","WIESMANN ROADSTER",1,2014,6,"SPORTS_CARS"
"15858","OTHER_MODEL",0,2014,6,"SPORTS_CARS"
"15859","ZUSAMMEN",3218,2014,6,"SPORTS_CARS"
"15861","DACIA LODGY",309,2014,6,"MINI_VANS"
"15862","FORD B-MAX",960,2014,6,"MINI_VANS"
"15863","FORD C-MAX",1467,2014,6,"MINI_VANS"
"15864","HYUNDAI IX 20",945,2014,6,"MINI_VANS"
"15865","KIA SOUL",180,2014,6,"MINI_VANS"
"15866","KIA VENGA",515,2014,6,"MINI_VANS"
"15867","MERCEDES B-KLASSE",3455,2014,6,"MINI_VANS"
"15868","NISSAN NOTE",990,2014,6,"MINI_VANS"
"15869","OPEL MERIVA",2019,2014,6,"MINI_VANS"
"15870","PEUGEOT 3008",168,2014,6,"MINI_VANS"
"15871","RENAULT SCENIC",1728,2014,6,"MINI_VANS"
"15872","SEAT ALTEA",507,2014,6,"MINI_VANS"
"15873","SKODA ROOMSTER",1230,2014,6,"MINI_VANS"
"15874","SUBARU TREZIA",5,2014,6,"MINI_VANS"
"15875","TOYOTA URBAN CRUISER",4,2014,6,"MINI_VANS"
"15876","TOYOTA VERSO-S",124,2014,6,"MINI_VANS"
